Name,Manufacturer,Composition,INCI,Status,Expiration
Cutina HR Flakes,BASF Personal Care and Nutrition GmbH,100% Derived natural,Hydrogenated Castor Oil,approved,18/02/2027
Lamesoft Balance,BASF Personal Care and Nutrition GmbH,2% Natural 41.6% Derived natural 0.4% Nature-identical 56% Water,"Aqua, Coco-Glucoside, Hydrogenated Castor Oil, Citric Acid, Benzoic Acid",approved,18/02/2027
Eversoft™ UCS-40S,"Nanjing Huashi New Material Co, Ltd",5% Natural 35% Derived natural 60% Water,"Disodium Cocoyl Glutamate, Water, Sodium Chloride, Coconut Acid, Sodium Cocoate",approved,22/02/2027
CRODAMOL ISIS-LQ-(MV),Croda Europe Ltd,100% Derived natural,Isostearyl Isostearate,approved,24/02/2027
FM818/FM818MB,Fenchem Supply Chain Ltd.,51% Derived natural 49% Water,Coco-Glucoside,approved,25/09/2025
FM1200/FM1200MB,Fenchem Supply Chain Ltd.,50% Derived natural 50% Water,Lauryl Glucoside,approved,25/09/2025
Cetiol J 600,BASF Personal Care and Nutrition GmbH,0.03% Natural 99.98% Derived natural,"Oleyl Erucate, Tocopherol, Helianthus Annuus Seed Oil",approved,26/02/2027
Henna rot Ägypt. Pulver,Martin Bauer GmbH & Co. KG,100% Natural,Lawsonia Inermis Leaf Powder,approved,03/03/2027
Henna rot intensiv,Martin Bauer GmbH & Co. KG,100% Natural,Lawsonia Inermis Leaf Powder,approved,03/03/2027
Eversoft™ UCS-30S,"Nanjing Huashi New Material Co, Ltd",4% Natural 25% Derived natural 71% Water,"Disodium Cocoyl Glutamate, Water, Sodium Chloride",approved,09/03/2027
Eversoft™ UCS-50SG,"Nanjing Huashi New Material Co, Ltd",7% Natural 42% Derived natural 51% Water,"Disodium Cocoyl Glutamate, Water, Sodium Chloride, Coconut Acid, Sodium Cocoate",approved,09/03/2027
Eversoft™ UCS-100S,"Nanjing Huashi New Material Co, Ltd",13% Natural 82.5% Derived natural 4.5% Water,"Disodium Cocoyl Glutamate, Water, Sodium Chloride, Coconut Acid, Sodium Cocoate",approved,09/03/2027
Eversoft™ ULS-30S,"Nanjing Huashi New Material Co, Ltd",4% Natural 25% Derived natural 71% Water,"Sodium Lauroyl Glutamate, Water, Sodium Chloride",approved,09/03/2027
Eversoft™ ULS-100S,"Nanjing Huashi New Material Co, Ltd",13% Natural 82.5% Derived natural 4.5% Water,"Sodium Lauroyl Glutamate, Water, Sodium Chloride, Sodium Laurate",approved,09/03/2027
Eversoft™ ACS,"Nanjing Huashi New Material Co, Ltd",0.5% Natural 29.5% Derived natural 70% Water,"Sodium Cocoyl Alaninate, Water, Sodium Chloride",approved,09/03/2027
Eversoft™ ACS-30S,"Nanjing Huashi New Material Co, Ltd",5% Natural 25% Derived natural 70% Water,"Sodium Cocoyl Alaninate, Water, Sodium Chloride",approved,09/03/2027
VALVANCE Touch 210,DSM Nutritional Products Ltd,100% Nature-identical,Silica,approved,16/03/2025
SP ARLACEL LC MBAL-PW-(MV),Croda Europe Ltd,100% Derived natural,"Sorbitan Stearate, Sorbityl Laurate",approved,12/03/2027
REDLEC RPI SF 100,RED B.V.,100% Derived natural,Lysolecithin,approved,12/04/2025
REDLEC RPI SB 100 IP,RED B.V.,100% Derived natural,Lysolecithin,approved,12/04/2025
Cosphaderm® PA ECONAT,Cosphatec GmbH,50% Natural 50% Water,"Phytic Acid, Aqua",approved,12/04/2027
Cosphaderm® EGCg ECONAT,Cosphatec GmbH,100% Natural,Camellia Sinensis Leaf Extract,approved,12/04/2027
AQUARICH®,Rahn AG,6.04% Natural 69.96% Derived natural 0.2% Nature-identical 23.8% Water,"Glycerin, Aqua, Avena Strigosa Seed Extract, Lecithin, Potassium Sorbate, Citric Acid",approved,13/04/2025
CELLIGENT®,Rahn AG,96% Natural 4% Derived natural,"Helianthus Annuus Seed Oil, Ethyl Ferulate, Rosmarinus Officinalis Leaf Extract, Tocopherol",approved,13/04/2025
DEFENSIL®-PLUS,Rahn AG,22.22% Natural 77.78% Derived natural,"Octyldodecanol, Ribes Nigrum Seed Oil, Helianthus Annuus Seed Oil Unsaponifiables, Cardiospermum Halicacabum Flower/Leaf/Vine Extract, Tocopherol, Helianthus Annuus Seed Oil, Rosmarinus Officinalis Leaf Extract",approved,27/03/2025
DEFENSIL®-SOFT,Rahn AG,3.3% Natural 96.7% Derived natural,"Propanediol, Albatrellus Confluens Extract, Citric Acid",approved,13/04/2025
HYDRACTIN®-LMF,Rahn AG,2.05% Natural 58.8% Derived natural 39.15% Water,"Propanediol, Aqua, Polypodium Vulgare Rhizome Extract, Cetraria Islandica Thallus Extract, Sphagnum Magellanicum Extract, Citric Acid",approved,13/04/2025
LIFTONIN®-XPERT ECO,Rahn AG,6.1% Natural 5% Derived natural 88.9% Water,"Aqua, Mannan, Pentylene Glycol, Citric Acid",approved,20/03/2025
RADICARE®-GOLD,Rahn AG,100% Natural,"Crambe Abyssinica Seed Oil, Beta-Carotene, Xanthophylls, Tocopherol, Helianthus Annuus Seed Oil, Rosmarinus Officinalis Leaf Extract",approved,13/04/2025
REFORCYL®,Rahn AG,3.13% Natural 49.2% Derived natural 47.67% Water,"Glycerin, Aqua, Glutamine, Decyl Glucoside, Phenethyl Alcohol, Citric Acid, Cistus Incanus Flower/Leaf/Stem Extract, Gynostemma Pentaphyllum Leaf/Stem Extract",approved,27/03/2025
REFORCYL®-AION,Rahn AG,1.6% Natural 50% Derived natural 48.4% Water,"Propanediol, Aqua, Cucurbita Pepo Seed Extract, Citric Acid",approved,13/04/2025
SEBOCLEAR™-MP,Rahn AG,0.2% Natural 99.8% Derived natural,"Maclura Cochinchinensis Leaf Extract, Propanediol",approved,13/04/2025
AMAZE™ XT,Nouryon Surface Chemistry AB,95% Derived natural 5% Water,"Dehydroxanthan Gum, Aqua",approved,23/04/2027
Rofetan GTCC 70/30 MB,DHW Deutsche Hydrierwerke GmbH Rodleben,100% Derived natural,Caprylic Capric Triglyceride,approved,28/04/2025
Rofetan GTCC MB,DHW Deutsche Hydrierwerke GmbH Rodleben,100% Derived natural,Caprylic Capric Triglyceride,approved,28/04/2025
Sorbitol TF,DHW Deutsche Hydrierwerke GmbH Rodleben,99.6% Derived natural 0.4% Water,"Sorbitol, Aqua",approved,21/08/2025
Rheo2Green2 MB,DHW Deutsche Hydrierwerke GmbH Rodleben,70% Derived natural 30% Water,"Hydrogenated Starch Hydrolysate (Sorbitol), Aqua",approved,21/08/2025
Sorbitol T,DHW Deutsche Hydrierwerke GmbH Rodleben,99.6% Derived natural 0.4% Water,"Sorbitol, Aqua",approved,21/08/2025
BIOXAN® SF (previous name: TOCOBIOL®SFc),BTSA BIOTECNOLOGÍAS APLICADAS SL,100% Natural,"Tocopherol, Squalene, Beta-Sitosterol, Helianthus annuus seed oil",approved,28/04/2027
BIOXAN® (previous name: TOCOBIOL®C),BTSA BIOTECNOLOGÍAS APLICADAS SL,100% Natural,"Tocopherol, Glycine Soja Oil",approved,28/04/2027
BIOXAN® T 90 (previous name: BIOXAN® T 90),BTSA BIOTECNOLOGÍAS APLICADAS SL,100% Natural,"Tocopherol, Glycine Soja oil",approved,28/04/2027
BIOXAN® T 70 (previous name: BIOXAN® T 70),BTSA BIOTECNOLOGÍAS APLICADAS SL,100% Natural,"Tocopherol, Glycine Soja oil",approved,28/04/2027
BIOXAN® T 50 (previous name: BIOXAN® T 50),BTSA BIOTECNOLOGÍAS APLICADAS SL,100% Natural,"Tocopherol, Glycine Soja oil",approved,28/04/2027
BIOXAN® SF T 50 (previous name: BIOXAN® SF T 50),BTSA BIOTECNOLOGÍAS APLICADAS SL,100% Natural,"Tocopherol, Helianthus annuus seed oil",approved,28/04/2027
BIOXAN® E ACETATE 1300 (previous name: BIOXAN® E ACETATE 1300 IU),BTSA BIOTECNOLOGÍAS APLICADAS SL,4% Natural 96% Derived natural,"Tocopheryl Acetate, Glycine Soja Oil",approved,28/04/2027
BIOXAN® E ACETATE 1000 (previous name: BIOXAN® E ACETATE 1000 IU),BTSA BIOTECNOLOGÍAS APLICADAS SL,33% Natural 67% Derived natural,"Tocopheryl Acetate, Glycine Soja Oil",approved,28/04/2027
BIOXAN® E 1000 (previous name: BIOXAN® E 1000 IU),BTSA BIOTECNOLOGÍAS APLICADAS SL,100% Natural,"Tocopherol, Glycine Soja oil",approved,28/04/2027
BIOXAN® E 1300 (previous name: BIOXAN® E 1300 IU),BTSA BIOTECNOLOGÍAS APLICADAS SL,100% Natural,"Tocopherol, Glycine Soja oil",approved,28/04/2027
GENU GUM type RL-200Z-CG,CP Kelco US,100% Natural,Ceratonia Siliqua Gum,approved,28/04/2027
GENUGEL CG-130,CP Kelco US,100% Natural,Carrageenan,approved,28/04/2027
GENUVISCO CG-129,CP Kelco US,100% Natural,Carrageenan,approved,28/04/2027
GENUVISCO CG-131,CP Kelco US,100% Natural,Carrageenan,approved,28/04/2027
KELCOGEL CG-HA,CP Kelco US,100% Derived natural,Gellan gum,approved,28/04/2027
KELCOGEL CG-LA,CP Kelco US,100% Derived natural,Gellan gum,approved,28/04/2027
KELTROL CG,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG LAX-T,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG-V,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG-BT,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG-F,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG-F V,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG-RD,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG-SF,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG-SFT,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG-SFT V,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
KELTROL CG-T,CP Kelco US,100% Derived natural,Xanthan gum,approved,28/04/2027
Kahaiöl kaltgepresst - für kosmetische Zwecke,All Organic Treasures GmbH,100% Natural,Caryodendron Orinocense Seed Oil,approved,29/04/2027
SantEnergy™,Mibelle AG Biochemistry,15.95% Natural 9.5% Derived natural 74.55% Water,"Bioflavonoids, Alcohol, Pentylene Glycol, Aqua",approved,30/04/2025
Avocado Oil,LABORATOIRES EXPANSCIENCE,100% Natural,Persea Gratissima Oil,approved,01/05/2027
Cupuaçu Butter,LABORATOIRES EXPANSCIENCE,100% Natural,Theobroma Grandiflorum Seed Butter,approved,01/05/2027
Lupine Oil,LABORATOIRES EXPANSCIENCE,100% Natural,Lupinus Albus Seed Oil,approved,01/05/2027
Premium Avocado Oil,LABORATOIRES EXPANSCIENCE,100% Natural,Persea Gratissima Oil,approved,01/05/2027
Virgin Maracuja Oil,LABORATOIRES EXPANSCIENCE,100% Natural,Passiflora Edulis Seed Oil,approved,01/05/2027
Virgin Prunus Oil,LABORATOIRES EXPANSCIENCE,100% Natural,Prunus Domestica Seed Extract,approved,01/05/2027
AMINAT G,"Venta de Especialidades Químicas, S.A.",100% Derived natural,"Ethyl Lauroyl Arginate HCl, Glycerin",approved,17/05/2027
AminoSensyl™ HC,"Inolex, Inc",100% Derived natural,"Brassicyl Valinate Esylate, Brassica Alcohol, Calcium Gluconate",approved,23/08/2025
COS Safflower Powder,Döhler GmbH,55% Natural 45% Derived natural,"Carthamus Tinctorius Flower Extract, Maltodextrin",approved,12/06/2025
Vegetable Squalene ST,Biosynthis,100% Natural,Olea Europaea (Olive) Oil Unsaponifiables,approved,23/05/2025
Cosphaderm® CA natural,Cosphatec GmbH,100% Derived natural,Cinnamic Acid,approved,31/05/2027
Cosphaderm® X 24,Cosphatec GmbH,100% Natural,Xanthan Gum,approved,31/05/2027
Cosphaderm® X 7,Cosphatec GmbH,100% Natural,Xanthan Gum,approved,31/05/2027
Cosphagard® Elbe,Cosphatec GmbH,25% Derived natural 10% Nature-identical 65% Water,"Aqua, Sodium Levulinate, Sodium Benzoate",approved,31/05/2027
Cosphagard® Pol,Cosphatec GmbH,25% Derived natural 10% Nature-identical 65% Water,"Aqua, Sodium Levulinate, Potassium Sorbate",approved,31/05/2027
Cosphaderm® Tapmix RSPO MB,Cosphatec GmbH,90% Natural 10% Derived natural,"Lecithin, Helianthus Annuus Seed Oil, Tocopherol, Ascorbyl Palmitate",approved,31/05/2027
Cosphaderm® Dicapo natural RSPO MB,Cosphatec GmbH,100% Derived natural,"Caprylyl Glycol, Propanediol, Glyceryl Caprylate",approved,31/05/2027
Cosphaderm® Sodium Hyaluronate high,Cosphatec GmbH,100% Derived natural,Sodium Hyaluronate,approved,31/05/2027
Cosphaderm® Sodium Hyaluronate low,Cosphatec GmbH,100% Derived natural,Sodium Hyaluronate,approved,31/05/2027
Cosphaderm® Sodium Hyaluronate low 5,Cosphatec GmbH,100% Derived natural,Sodium Hyaluronate,approved,31/05/2027
Cosphaderm® Zinc Lactate natural,Cosphatec GmbH,100% Derived natural,Zinc Lactate,approved,31/05/2027
Geogard™ Ultra,Arxada Ltd,75% Natural 25% Nature-identical,"Gluconolactone, Sodium Benzoate, Calcium Gluconate",approved,18/06/2025
LaraCare® A200,Arxada Ltd,97.5% Natural 2.5% Water,"Galactoarabinan, Water",approved,18/06/2025
Natrulon® H-6*,Arxada Ltd,80% Derived natural 20% Water,"Polyglycerin-6, Water, Glycerin",approved,18/06/2025
Natrulon® H-10*,Arxada Ltd,80% Derived natural 20% Water,"Polyglycerin-10, Water, Glycerin",approved,18/06/2025
Polyaldo® 10-1-0 KFG (NON GMO),Arxada Ltd,100% Derived natural,Polyglyceryl-10 Oleate,approved,18/06/2025
Polyaldo® TGMS KFG (3-1-S),Arxada Ltd,100% Derived natural,Polyglyceryl-3 Stearate,approved,18/06/2025
GEOMULSE C15 RSPO MB (SYNETH C15 K RSPO MB),Arxada Ltd,100% Derived natural,Polyglyceryl-10 Caprylate/Caprate,approved,04/09/2025
GEOMULSE O13 RSPO MB (SYNETH O13 K RSPO MB),Arxada Ltd,100% Derived natural,Polyglyceryl-10 Oleate,approved,04/09/2025
Blanova® Active Sodium Hyaluronate 1.0-1.5 MDa,Azelis Deutschland Kosmetik GmbH,100% Derived natural,Sodium Hyaluronate,approved,16/06/2025
Blanova® Active Sodium Hyaluronate 1.5–2.0 MDa,Azelis Deutschland Kosmetik GmbH,100% Derived natural,Sodium Hyaluronate,approved,16/06/2025
Blanova® Active Sodium Hyaluronate 150-250 kDa,Azelis Deutschland Kosmetik GmbH,100% Derived natural,Sodium Hyaluronate,approved,16/06/2025
Blanova® Active Sodium Hyaluronate 8-50 kDa,Azelis Deutschland Kosmetik GmbH,100% Derived natural,Sodium Hyaluronate,approved,16/06/2025
Blanova® Bisabolol 95% nat.,Azelis Deutschland Kosmetik GmbH,100% Natural,Bisabolol,approved,16/06/2025
Blanova® Coenzym Q10,Azelis Deutschland Kosmetik GmbH,100% Natural,Ubiquinone,approved,16/06/2025
Blanova® Glycerine 85% RSPO MB,Azelis Deutschland Kosmetik GmbH,85% Derived natural 15% Water,"Glycerin, Aqua",approved,16/06/2025
Blanova® Glycerine 99.5% RSPO MB,Azelis Deutschland Kosmetik GmbH,99.5% Derived natural 0.5% Water,"Glycerin, Aqua",approved,16/06/2025
Blanova® L-Arginine Free Base,Azelis Deutschland Kosmetik GmbH,100% Derived natural,Arginine,approved,16/06/2025
Blanova® MCT 60/40 RSPO MB,Azelis Deutschland Kosmetik GmbH,100% Derived natural,Caprylic/Capric Triglyceride,approved,16/06/2025
Blanova® MCT 70/30 RSPO MB,Azelis Deutschland Kosmetik GmbH,100% Derived natural,Caprylic/Capric Triglyceride,approved,16/06/2025
Blanova® Tens APG 1200 RSPO MB,Azelis Deutschland Kosmetik GmbH,50% Derived natural 50% Water,"Lauryl Glucoside, Aqua",approved,16/06/2025
Blanova® Tens APG 2000 RSPO MB,Azelis Deutschland Kosmetik GmbH,50% Derived natural 50% Water,"Decyl Glucoside, Aqua",approved,16/06/2025
Blanova® Tens APG 810 RSPO MB,Azelis Deutschland Kosmetik GmbH,65% Derived natural 35% Water,"Caprylyl/Capryl Glucoside, Aqua",approved,16/06/2025
Blanova® Tens APG 818 RSPO MB,Azelis Deutschland Kosmetik GmbH,50% Derived natural 50% Water,"Coco-Glucoside, Aqua",approved,16/06/2025
Blanova® Xylitol Crystalline,Azelis Deutschland Kosmetik GmbH,100% Derived natural,Xylitol,approved,16/06/2025
SYNCROWAX ORM-PW-(MV),Croda Europe Ltd,100% Derived natural,Sorbitol/Sebacic Acid Copolymer Behenate,approved,17/06/2027
CELLACTIVE®,Rahn AG,"1% Natural 0,45% Nature-identical 98.55% Water","Aqua, Chlorella Vulgaris/Lupinus Albus Protein Ferment, Sodium Benzoate, Potassium Sorbate",approved,18/06/2025
ILLUMISCIN®,Rahn AG,1% Natural 74% Derived natural 25% Water,"Glycerin, Aqua, Ascorbyl Glucoside, Zinc PCA, Ascorbic Acid, Olea Europaea Leaf Extract",approved,18/06/2025
MYRAMAZE®,Rahn AG,1.1% Natural 73.9% Derived natural 25% Water,"Propanediol, Aqua, Ascorbic Acid, Myrothamnus Flabellifolia Leaf/Stem Extract, Citric Acid",approved,18/06/2025
RADICARE®-ECO,Rahn AG,"0.3% Natural 1% Derived natural 0,9% Nature-identical 97.8% Water","Aqua, Glucosyl Hesperidin, Sodium Benzoate, Citric Acid, Hordeum Distichon Extract, Melissa Officinalis Leaf Extract",approved,18/06/2025
KANKA Extract,"SEIWA KASEI CO., LTD.",2% Natural (2% Organic) 20% Derived natural (20% Organic) 78% Water,"Cistanche Tubulosa Stem Extract, Butylene Glycol",approved,25/03/2025
Promois WJ-SP,"SEIWA KASEI CO., LTD.",100% Derived natural (100% Organic),Hydrolyzed Pea Protein,approved,25/03/2027
Promois WR-SP,"SEIWA KASEI CO., LTD.",100% Derived natural (100% Organic),Hydrolyzed Rice Protein,approved,25/03/2027
Promois WG-SP,"SEIWA KASEI CO., LTD.",100% Derived natural (100% Organic),Hydrolyzed Wheat Protein,approved,25/03/2027
Promois SERICIN-N,"SEIWA KASEI CO., LTD.",100% Derived natural (100% Organic),Sericin/Hydrolyzed Silk,approved,25/03/2027
Promois WS-HSP,"SEIWA KASEI CO., LTD.",100% Derived natural (100% Organic),Hydrolyzed Soy Protein,approved,25/03/2027
Vegelight 1214 LC,Biosynthis,100% Derived natural,"Coconut Alkanes, Coco-Caprylate/Caprate",approved,23/05/2025
GlowAge™,Mibelle AG Biochemistry,90% Natural 10% Water,"Ziziphus Spina-Christi Leaf Extract, Trehalose, Water",approved,28/06/2025
YuraQ M,Döhler GmbH,100% Natural,,approved,22/06/2025
Radianol 4710,Oleon NV,100% Derived natural,PROPYLENE GLYCOL,approved,07/07/2025
Radianol 4711,Oleon NV,100% Derived natural,PROPYLENE GLYCOL,approved,07/07/2025
Glycerine 4803 (K),Oleon NV,99.7% Derived natural 0.3% Water,"Glycerin, Aqua",approved,07/07/2025
Glycerine 4811 (K),Oleon NV,99.7% Derived natural 0.3% Water,"Glycerin, Aqua",approved,07/07/2025
EXCEPARL LM-LC,Kao Chemicals Europe SA,100% Derived natural,Lauryl Lactate,approved,07/07/2025
Pureact Gluco D-CO,INNOSPEC PERFORMANCE CHEMICALS EUROPE LTD,50% Derived natural 50% Water,Decyl Glucoside,approved,28/08/2026
Pureact Gluco D -MB,INNOSPEC PERFORMANCE CHEMICALS EUROPE LTD,50% Derived natural 50% Water,Decyl Glucoside,approved,28/08/2026
Pureact Gluco C-MB,INNOSPEC PERFORMANCE CHEMICALS EUROPE LTD,50% Derived natural 50% Water,Coco Glucoside,approved,28/08/2026
Pureact Gluco C-CO,INNOSPEC PERFORMANCE CHEMICALS EUROPE LTD,50% Derived natural 50% Water,Coco Glucoside,approved,28/08/2026
Pureact Gluco L-MB,INNOSPEC PERFORMANCE CHEMICALS EUROPE LTD,50% Derived natural 50% Water,Lauryl Glucoside,approved,28/08/2026
Pureact Gluco L-CO,INNOSPEC PERFORMANCE CHEMICALS EUROPE LTD,50% Derived natural 50% Water,Lauryl Glucoside,approved,28/08/2026
Empicol CZ-N MB,INNOSPEC PERFORMANCE CHEMICALS EUROPE LTD,93% Derived natural 7% Water,Sodium Coco-Sulfate,approved,28/08/2026
Empicol CZV-N MB,INNOSPEC PERFORMANCE CHEMICALS EUROPE LTD,93% Derived natural 7% Water,Sodium Coco-Sulfate,approved,28/08/2026
KahlBeads 2178P Castor,Kahl GmbH & Co. KG,100% Derived natural,Hydrogenated Castor Oil,approved,14/07/2025
KahlBeads 2811P Rice,Kahl GmbH & Co. KG,100% Natural,Oryza Sativa Cera,approved,14/07/2025
KahlJelly 7036PLUS MB Vego,Kahl GmbH & Co. KG,99% Natural 1% Derived natural,"Ricinus Communis Seed Oil, Rhus Verniciflua Peel Cera, Ascorbyl Palmitate, Tocopherol",approved,14/07/2025
KahlWax 6237 Rapeseed,Kahl GmbH & Co. KG,100% Derived natural,Hydrogenated Rapeseed Oil,approved,14/07/2025
KahlWax 6290 Berry,Kahl GmbH & Co. KG,100% Natural,Rhus Verniciflua Peel Cera,approved,14/07/2025
KahlWax 6702 Natural CL Substitute,Kahl GmbH & Co. KG,100% Natural,"Helianthus Annuus Seed Cera, Rhus Verniciflua Peel Cera, Shorea Robusta Resin",approved,14/07/2025
KahlWax 8105 Yellow Beeswax,Kahl GmbH & Co. KG,100% Natural,Cera Alba,approved,14/07/2025
KahlWax 8109 Yellow Pharma Beeswax,Kahl GmbH & Co. KG,100% Natural,Cera Alba,approved,14/07/2025
KahlJelly 7235 MB Natural,Kahl GmbH & Co. KG,99.45% Natural 0.55% Derived natural,"Ricinus Communis Seed Oil, Cera Alba, Copernicia Cerifera Cera, Ascorbyl Palmitate, Tocopherol",approved,14/07/2025
KahlResin 5720 MB Araucaria + Sunflower Oil,Kahl GmbH & Co. KG,25.1% Natural 74.9% Derived natural,"Glyceryl Rosinate, Helianthus Annuus Seed Oil, Tocopherol",approved,14/07/2025
KahlResin 5723 MB Araucaria + Octyldodecanol,Kahl GmbH & Co. KG,100% Derived natural,"Glyceryl Rosinate, Octyldodecanol",approved,14/07/2025
KahlResin 6720 Shorea Robusta + Sunflower Oil,Kahl GmbH & Co. KG,100% Natural,"Shorea Robusta Resin, Helianthus Annuus Seed Oil, Tocopherol",approved,14/07/2025
KahlResin 6723 MB Shorea Robusta + Octyldodecanol,Kahl GmbH & Co. KG,50% Natural 50% Derived natural,"Shorea Robusta Resin, Octyldodecanol",approved,14/07/2025
KahlWax 2039L Candelilla,Kahl GmbH & Co. KG,100% Natural,Euphorbia Cerifera Cera,approved,14/07/2025
KahlWax 2225 Phyto,Kahl GmbH & Co. KG,100% Natural,"Helianthus Annuus Seed Cera, Olea Europaea Oil Unsaponifiables, Rhus Verniciflua Peel Cera, Shorea Robusta Resin",approved,14/07/2025
KahlWax 2811 Rice,Kahl GmbH & Co. KG,100% Natural,Oryza Sativa Cera,approved,14/07/2025
KahlWax 6279L Myrica,Kahl GmbH & Co. KG,100% Natural,Myrica Pubescens Fruit Wax,approved,14/07/2025
KahlWax 6607H Hydrolyzed Sunflower,Kahl GmbH & Co. KG,100% Derived natural,Hydrolyzed Sunflower Seed Wax,approved,14/07/2025
KahlWax 6607WOA Sunflower,Kahl GmbH & Co. KG,100% Natural,Helianthus Annuus Seed Cera,approved,14/07/2025
KahlWax 8104 White Beeswax,Kahl GmbH & Co. KG,100% Natural,Cera Alba,approved,14/07/2025
KahlWax 8108 White Pharma Beeswax,Kahl GmbH & Co. KG,100% Natural,Cera Alba,approved,14/07/2025
GREENQUAT BT,Socri S.p.A.,100% Derived natural,Polyglyceryl-3 Betainate Acetate,approved,15/07/2025
